Record Count,Total Ops,RunTime,Throughput,GC Young (%),GC Old (%),Insert Ops,Insert Latency,Scan Ops,Scan Latency
1000000,100,1487,67.24949562878278,0.20174848688634836,0.0,8,1471.0,92,3611.3152173913045
1000000,1000,2383,419.639110365086,0.5035669324381032,0.0,40,693.35,960,1297.9041666666667
1000000,10000,7440,1344.0860215053763,0.7661290322580645,0.0,487,314.51950718685833,9513,647.677073478398
1000000,100000,58809,1700.420003740924,0.23805880052372935,0.0,4965,242.7262839879154,95035,591.1618561582575
1000000,1000000,579071,1726.903954782747,0.17752572655166637,0.0,50065,205.90694097673025,949935,593.2339749561812
