Record Count,Total Ops,RunTime,Throughput,GC Young (%),GC Old (%),Read Ops,Read Latency,Update Ops,Update Latency
100,100,431,232.0185614849188,0.9280742459396751,0.0,94,1140.2978723404256,6,1537.6666666666667
1000,1000,812,1231.527093596059,0.9852216748768473,0.0,952,459.3014705882353,48,609.8333333333334
10000,10000,3969,2519.5263290501384,0.4283194759385236,0.0,9472,326.0467694256757,528,515.0681818181819
100000,100000,23214,4307.745326096321,0.33600413543551305,0.0,94977,220.08892679280248,5023,294.99422655783394
1000000,1000000,233894,4275.441011740361,0.22916363822928335,0.0,950098,228.80321503676464,49902,278.8054987776041
