Record Count,Total Ops,RunTime,Throughput,GC Young (%),GC Old (%),Read Ops,Read Latency,Insert Ops,Insert Latency
100,100,497,201.2072434607646,0.6036217303822937,0.0,95,1496.8947368421052,5,1984.2
1000,1000,986,1014.1987829614604,0.7099391480730223,0.0,947,553.3495248152059,53,796.2075471698113
10000,10000,2742,3646.9730123997083,0.5105762217359592,0.0,9517,227.20573710202794,483,356.37474120082817
100000,100000,15842,6312.334301224593,0.4229263981820477,0.0,95002,150.86462390265467,4998,184.37835134053623
1000000,1000000,145599,6868.1790396912065,0.2994526061305366,0.0,949933,143.07556848746174,50067,158.3355703357501
