Record Count,Total Ops,RunTime,Throughput,GC Young (%),GC Old (%),Insert Ops,Insert Latency,Scan Ops,Scan Latency
100,100,603,165.8374792703151,1.8242122719734661,0.0,7,1982.142857142857,93,2366.52688172043
1000,1000,1163,859.8452278589854,1.4617368873602752,0.0,48,694.2708333333334,952,794.0640756302521
10000,10000,5825,1716.7381974248926,1.184549356223176,0.0,481,401.004158004158,9519,547.1180796302133
100000,100000,42109,2374.7892374551757,0.9926619012562634,0.0,4986,217.75491375852386,95014,425.15077778011664
1000000,1000000,451748,2213.6235246199208,0.8475964475769676,0.0,50003,200.46793192408455,949997,462.6601084003423
