Record Count,Total Ops,RunTime,Throughput,GC Young (%),GC Old (%),Read Ops,Read Latency
1000000,100,1128,88.65248226950355,0.26595744680851063,0.0,100,1112.78
1000000,1000,1567,638.1620931716656,0.1914486279514997,0.0,1000,480.447
1000000,10000,3882,2575.991756826378,0.20607934054611027,0.0,10000,271.9113
1000000,100000,29190,3425.8307639602604,0.2329564919492977,0.0,100000,273.34433
1000000,1000000,212281,4710.737183261808,0.0640660256923606,0.0,1000000,208.749397
