Record Count,Total Ops,RunTime,Throughput,GC Young (%),GC Old (%),Read Ops,Read Latency,Update Ops,Update Latency
1000000,100,1732,57.736720554272516,0.23094688221709006,0.0,95,1883.0736842105264,5,3276.2
1000000,1000,1753,570.4506560182544,0.3993154592127781,0.0,944,591.6567796610169,56,766.0714285714286
1000000,10000,3951,2531.004808909137,0.1771703366236396,0.0,9522,274.75992438563327,478,445.5020920502092
1000000,100000,17709,5646.846236376983,0.29928285052798015,0.0,94989,162.56661297623936,5011,201.14288565156656
1000000,1000000,236763,4223.632915616038,0.05870849752706293,0.0,950152,229.6341985282355,49848,293.39538196116195
