Record Count,RunTime,Throughput,GC Young (%),GC Old (%),Insert Ops,Insert Latency
100,930,107.52688172043011,0.6451612903225806,0.0,100,1913.45
1000,1411,708.7172218284904,0.7795889440113395,0.0,1000,962.599
10000,2971,3365.8700774150116,0.43756311006395154,0.0,10000,229.522
100000,15853,6307.954330410648,0.2649340818772472,0.0,100000,152.28444
1000000,151356,6606.939929702159,0.1658341922355242,0.0,1000000,149.482999
