Record Count,Total Ops,RunTime,Throughput,GC Young (%),GC Old (%),Read Ops,Read Latency
100,100,712,140.4494382022472,0.7022471910112359,0.0,100,2081.93
1000,1000,1191,839.6305625524769,0.7556675062972292,0.0,1000,646.552
10000,10000,4242,2357.3785950023575,0.4243281471004243,0.0,10000,364.558
100000,100000,24429,4093.495435752589,0.3070121576814442,0.0,100000,235.79703
1000000,1000000,234931,4256.568950032137,0.2319830077767515,0.0,1000000,232.400088
