Record Count,Total Ops,RunTime,Throughput,GC Young (%),GC Old (%),Read Ops,Read Latency,Update Ops,Update Latency
1000000,100,1846,54.17118093174431,0.21668472372697722,0.0,53,1605.9622641509434,47,2656.446808510638
1000000,1000,2329,429.36882782310005,0.17174753112924002,0.0,516,769.3430232558139,484,626.4814049586777
1000000,10000,7424,1346.9827586206898,0.13469827586206898,0.0,4965,556.2026183282981,5035,482.6246276067527
1000000,100000,38689,2584.7140013957455,0.14991341208095324,0.0,49733,383.0102346530473,50267,348.0971412656415
1000000,1000000,389158,2569.6503733701993,0.03417634996582365,0.0,500092,443.3211589067612,499908,323.8921161493715
