Record Count,Total Ops,RunTime,Throughput,GC Young (%),GC Old (%),Read Ops,Read Latency,Insert Ops,Insert Latency
1000000,100,1868,53.53319057815846,0.21413276231263384,0.0,90,2133.688888888889,10,1815.7
1000000,1000,1648,606.7961165048544,0.24271844660194172,0.0,947,444.5934530095037,53,1470.5094339622642
1000000,10000,4220,2369.6682464454975,0.35545023696682465,0.0,9506,293.68767094466654,494,377.8744939271255
1000000,100000,21556,4639.079606606049,0.2922620152161811,0.0,95045,199.31502972276292,4955,217.1654894046418
1000000,1000000,279964,3571.8878141475334,0.053578317212213,0.0,950025,275.09634799084233,49975,279.1311055527764
