Record Count,Total Ops,RunTime,Throughput,GC Young (%),GC Old (%),Read Ops,Read Latency,Read-Modify-Write Ops,Read-Modify-Write Latency,Update Ops,Update Latency
1000000,100,1204,83.05647840531562,0.33222591362126247,0.0,100,1181.13,45,2920.6666666666665,45,844.2444444444444
1000000,1000,1781,561.4823133071309,0.2807411566535654,0.0,1000,469.481,499,790.3867735470942,499,390.90380761523045
1000000,10000,4484,2230.151650312221,0.2676181980374665,0.0,10000,233.721,4967,449.3426615663378,4967,204.25609019528892
1000000,100000,28843,3467.045730333183,0.19415456089865826,0.0,100000,193.71881,49970,360.59653792275367,49970,163.07624574744847
1000000,1000000,254925,3922.722369324311,0.054133568696675495,0.0,1000000,170.391889,500366,334.0769276889317,500366,162.53034178980985
